Year,Name,College,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,power_five,first_round
2009,Keenan Lewis,Oregon State,CB,73,195,4.47,19,33.5,123,,,1,
2009,Sammie Stroughter,Oregon State,WR,69.38,189,4.54,13,30,110,4.28,7.03,1,
2008,Yvenson Bernard,Oregon State,RB,68.38,204,4.87,,29.5,112,4.73,7.22,1,
2008,Roy Schuening,Oregon State,OG,75.63,306,5.32,26,25,,,,1,
2008,Dorian Smith,Oregon State,DE,73.5,264,5.07,24,27.5,105,4.73,7.52,1,
2007,Adam Koets,Oregon State,OT,77.13,298,5.09,20,32,106,4.47,7.44,1,
2007,Joe Newton,Oregon State,TE,79.13,257,4.91,20,31,109,4.57,7.35,1,
2007,Sabby Piscitelli,Oregon State,SS,74.75,224,4.5,19,34.5,122,3.9,6.84,1,
2006,SirHenry Anderson,Oregon State,DT,75.88,306,5.22,27,28.5,100,4.55,7.69,1,
2006,Trent Bray,Oregon State,ILB,72.63,231,4.91,18,32,109,4.41,7.15,1,
2006,Keith Ellison,Oregon State,OLB,73.5,235,4.83,24,32.5,115,4.16,7.22,1,
2006,Mike Hass,Oregon State,WR,72.63,208,4.64,,32,116,4.14,6.97,1,
2005,Derek Anderson,Oregon State,QB,78.13,242,5.06,,29,101,4.62,7.67,1,
2005,Brandon Browner,Oregon State,CB,75.5,221,4.67,13,36.5,120,4.24,7.2,1,
2005,Doug Nienhuis,Oregon State,OG,77.8,307,5.18,22,28.5,95,4.47,7.5,1,
2005,Jonathan Pollard,Oregon State,OLB,73,247,4.71,21,35,116,4.07,7.41,1,
2005,Bill Swancutt,Oregon State,DE,76,270,5.03,23,34,113,4.24,7.35,1,
2005,Aric Williams,Oregon State,CB,73,187,4.58,8,36,117,,,1,
2017,Christian McCaffrey,Stanford,RB,71.25,202,4.48,10,37.5,121,4.22,6.57,1,
2017,Michael Rector,Stanford,WR,72.13,193,4.42,,36.5,129,4.19,6.77,1,
2017,Solomon Thomas,Stanford,DE,74.75,273,4.69,30,35,126,4.58,6.95,1,
2017,Conrad Ukropina,Stanford,K,72,190,,,,,,,1,
2016,Devon Cajuste,Stanford,WR,75.75,234,4.62,12,36,123,4.2,6.49,1,
2016,Joshua Garnett,Stanford,G,76.38,312,5.32,30,29,99,4.64,7.62,1,
2016,Kevin Hogan,Stanford,QB,75.25,218,4.78,,32.5,113,4.31,6.9,1,
2016,Austin Hooper,Stanford,TE,75.75,254,4.72,19,33,117,4.32,7,1,
2016,Blake Martinez,Stanford,ILB,73.63,237,4.71,22,28.5,113,4.2,6.98,1,
2016,Kyle Murphy,Stanford,OT,78.38,305,,23,,,,,1,
2015,Henry Anderson,Stanford,DE,78.25,294,4.97,,30,111,4.19,7.2,1,
2015,Alex Carter,Stanford,CB,72.13,196,4.51,17,40,121,4.07,7.05,1,
2015,Blake Lueders,Stanford,DE,77,260,4.89,,,,,,1,
2015,Ty Montgomery,Stanford,WR,71.88,221,4.55,,40.5,121,4.21,6.97,1,
2015,David Parry,Stanford,DT,73.25,308,5.38,34,29,103,,,1,
2015,Andrus Peat,Stanford,OT,78.88,313,5.18,,31,105,4.62,8.01,1,
2015,Ben Rhyne,Stanford,P,74,203,4.97,,,,,,1,
2015,Jordan Richards,Stanford,SS,70.75,211,4.65,13,32,111,4.22,6.74,1,
2015,A.J. Tarpley,Stanford,ILB,73,233,4.84,,,,,,1,
2015,James Vaughters,Stanford,OLB,74,258,4.73,,,,,,1,
2015,Lee Ward,Stanford,FB,73,245,4.97,,,,,,1,
2014,Cameron Fleming,Stanford,OT,76.88,323,5.28,26,23.5,97,5,8.24,1,
2014,Tyler Gaffney,Stanford,RB,71.5,220,4.49,,36.5,115,4.18,6.78,1,
2014,Ryan Hewitt,Stanford,FB,76.13,246,4.87,,33,116,4.35,7.04,1,
2014,Josh Mauro,Stanford,DE,77.88,271,5.21,21,32,115,4.51,7.43,1,
2014,Trent Murphy,Stanford,DE,77.38,250,4.86,19,35.5,116,4.2,6.78,1,
2014,Ed Reynolds,Stanford,FS,73,207,4.57,15,32.5,116,,,1,
2014,David Yankey,Stanford,OG,78,315,5.48,22,28.5,102,4.86,7.81,1,
2013,Zach Ertz,Stanford,TE,77,249,4.76,24,30.5,111,4.47,7.08,1,
2013,Stepfan Taylor,Stanford,RB,69.13,214,4.76,17,30,110,4.5,7.13,1,
2013,Chase Thomas,Stanford,OLB,75.25,244,4.91,18,32,113,4.31,7.17,1,
2013,Levine Toilolo,Stanford,TE,80,260,4.86,17,31,113,4.57,7.09,1,
2012,David DeCastro,Stanford,OG,76.88,316,5.32,34,29.5,98,4.56,7.3,1,
2012,Coby Fleener,Stanford,TE,78,247,4.52,27,,,,,1,
2012,Delano Howell,Stanford,SS,70.88,210,4.61,21,33,120,4.15,6.97,1,
2012,Andrew Luck,Stanford,QB,76,234,4.59,,36,124,4.28,6.8,1,
2012,Jonathan Martin,Stanford,OT,77.38,312,5.35,,,,,,1,
2012,Chris Owusu,Stanford,WR,72.13,196,4.31,19,40.5,129,4.11,6.85,1,
2011,Sione Fua,Stanford,DT,73.5,308,5.28,30,24,101,4.54,7.54,1,
2011,Owen Marecic,Stanford,FB,72.5,248,4.87,22,28.5,102,4.56,7.1,1,
2011,Richard Sherman,Stanford,CB,74.63,195,4.54,16,38,125,4.33,6.82,1,
2011,Ryan Whalen,Stanford,WR,73.13,202,4.53,18,38.5,123,4.09,6.67,1,
2010,Jim Dray,Stanford,TE,76.75,246,4.82,17,,,,,1,
2010,Toby Gerhart,Stanford,RB,72,231,4.5,22,38,118,4.25,6.94,1,
2009,Pannel Egboh,Stanford,DE,77.75,276,4.9,26,31.5,116,4.4,7.24,1,
2009,Alex Fletcher,Stanford,C,74.25,297,5.39,30,28,96,4.65,7.78,1,
2009,Anthony Kimble,Stanford,RB,72.25,216,4.6,17,36,122,4.4,7.08,1,
2008,Mark Bradford,Stanford,WR,72.75,211,4.75,19,36.5,120,4.47,7.12,1,
2008,Evan Moore,Stanford,TE,78,233,4.78,16,27,110,4.43,7.08,1,
2007,Trent Edwards,Stanford,QB,76.13,231,4.78,19,,,4.46,7.14,1,
2007,Michael Okwo,Stanford,ILB,71.38,232,4.73,20,35.5,121,4.43,7.12,1,
2006,Jon Alston,Stanford,OLB,72.75,223,4.53,30,40,132,4.13,6.9,1,
2006,Julian Jenkins,Stanford,DE,75.63,277,5.09,25,34.5,110,4.23,7.11,1,
2006,Babatunde Oshinowo,Stanford,DT,73.63,304,5.32,33,32,105,4.54,7.87,1,
2005,O.J. Atogwe,Stanford,FS,71,219,4.57,22,,,,,1,
2005,Alex Smith,Stanford,TE,76.1,258,4.75,28,,,,,1,
2005,Stanley Wilson,Stanford,CB,71.8,185,4.39,14,39.5,123,,,1,
2017,Jayon Brown,UCLA,LB,71.75,231,4.7,17,31.5,120,,,1,
2017,Conor McDermott,UCLA,OT,80.13,307,5.18,,28.5,105,4.58,7.52,1,
2017,Takkarist McKinley,UCLA,DE,74.13,250,4.59,24,33,122,4.32,7.48,1,
2017,Fabian Moreau,UCLA,CB,71.88,206,4.35,,38,136,4.12,6.94,1,
2017,Eddie Vanderdoes,UCLA,DT,75.13,305,4.99,28,28.5,111,,7.69,1,
2016,Caleb Benenoch,UCLA,OT,77.5,311,4.98,,28,104,5.11,8.15,1,
2016,Jake Brendel,UCLA,C,76.13,303,5.01,25,28,108,4.27,7.31,1,
2016,Kenny Clark,UCLA,DT,74.63,314,5.06,29,28.5,102,4.62,,1,
2016,Thomas Duarte,UCLA,TE,74.13,231,4.72,12,33.5,118,4.24,6.97,1,
2016,Myles Jack,UCLA,OLB,73,245,,19,,,,,1,
2016,Jordan Payton,UCLA,WR,73.13,207,4.47,,34.5,121,4.33,7.08,1,
2016,Paul Perkins,UCLA,RB,70.38,208,4.54,19,32,124,,,1,
2016,Alex Redmond,UCLA,G,76.75,294,5.3,30,28,111,4.9,7.75,1,
2015,Malcolm Bunche,UCLA,OG,78,320,5.24,,,,,,1,
2015,Brett Hundley,UCLA,QB,75.25,226,4.63,,36,120,3.98,6.93,1,
2015,Jordon James,UCLA,RB,68,194,4.43,,,,,,1,
2015,Anthony Jefferson,UCLA,SS,72.88,198,4.72,15,33.5,116,4.15,7.18,1,
2015,Eric Kendricks,UCLA,ILB,72.25,232,4.61,19,38,124,,,1,
2015,Ellis McCarthy,UCLA,DT,76.63,338,5.21,24,32,109,5.07,8.16,1,
2015,Owamagbe Odighizuwa,UCLA,DE,75.5,267,4.62,25,39,127,4.19,7.36,1,
2014,Anthony Barr,UCLA,OLB,76.88,255,4.66,15,34.5,117,4.19,6.82,1,
2014,Shaquelle Evans,UCLA,WR,73.25,213,4.51,13,34.5,122,4.21,7.07,1,
2014,Cassius Marsh,UCLA,DE,76,252,4.89,14,32,108,4.25,7.08,1,
2014,Xavier Su'a-Filo,UCLA,OG,76.13,307,5.04,25,25,101,4.44,7.6,1,
2014,Jordan Zumwalt,UCLA,OLB,76,235,4.76,,33,115,4.25,6.99,1,
2013,Jeff Baca,UCLA,OG,75.38,302,5.03,,26.5,,4.44,7.26,1,
2013,Joseph Fauria,UCLA,TE,79.38,259,4.82,17,,,,,1,
2013,Johnathan Franklin,UCLA,RB,70,205,4.49,18,31.5,115,4.31,6.89,1,
2013,Aaron Hester,UCLA,CB,73.63,198,4.62,,29,112,4.33,7.26,1,
2013,Datone Jones,UCLA,DE,75.88,283,4.8,29,31.5,112,4.32,7.32,1,
2012,Cory Harkey,UCLA,TE,76,260,5.06,13,26.5,109,4.69,7.4,1,
2011,Akeem Ayers,UCLA,OLB,74.5,254,4.81,18,31,116,4.28,7.49,1,
2011,Rahim Moore,UCLA,FS,71.75,202,4.58,11,35,115,3.96,6.98,1,
2010,Kyle Bosworth,UCLA,OLB,72.63,236,4.69,25,32.5,117,4.11,6.67,1,
2010,Brian Price,UCLA,DT,73.13,303,5.12,34,28.5,96,,,1,
2010,Alterraun Verner,UCLA,CB,70.13,189,4.52,11,32,116,4.12,6.7,1,
2009,Kahlil Bell,UCLA,RB,70.75,212,4.74,15,34.5,114,4.2,6.87,1,
2008,Brandon Breazell,UCLA,WR,71.63,160,4.47,,30.5,115,,6.97,1,
2008,Bruce Davis,UCLA,OLB,74.63,252,4.83,19,29,109,4.47,7.34,1,
2008,Chris Horton,UCLA,SS,72.13,212,4.6,14,28.5,109,4.35,7.34,1,
2008,Dennis Keyes,UCLA,FS,72.63,205,4.69,15,30.5,112,4.41,7.25,1,
2007,Justin Hickman,UCLA,OLB,73.38,254,4.79,23,29.5,115,4.43,7.06,1,
2006,Maurice Drew,UCLA,RB,66.8,207,4.44,18,36,116,4.38,7.08,1,
2006,Spencer Havner,UCLA,ILB,75.38,242,4.71,,39,116,4.07,6.81,1,
2006,Marcedes Lewis,UCLA,TE,78.38,261,4.84,23,37,118,4.82,7.24,1,
2006,Drew Olson,UCLA,QB,73.63,222,5.12,,23,97,4.42,,1,
2006,Jarrad Page,UCLA,SS,72.38,239,4.64,,38,127,4.14,6.68,1,
2005,Craig Bragg,UCLA,WR,72.63,196,4.46,,36,,,,1,
2005,Ben Emanuel,UCLA,FS,75,212,4.57,21,,,,,1,
2005,Tab Perry,UCLA,WR,74.5,229,4.48,,34,116,,7,1,
2017,Zach Banner,USC,OT,80.38,353,5.58,22,23.5,92,5.21,8.31,1,
2017,Justin Davis,USC,RB,72.63,208,,21,,,4.32,,1,
2017,Adoree Jackson,USC,CB,69.75,186,4.42,,36,122,,,1,
2017,Damien Mama,USC,OG,75.25,334,5.84,,24.5,96,5.38,8.51,1,
2017,Darreus Rogers,USC,WR,72.63,216,,8,26.5,112,4.54,7.22,1,
2017,JuJu Smith-Schuster,USC,WR,73.25,215,4.54,15,32.5,120,5.01,,1,
2017,Stevie Tu'ikolovatu,USC,DT,73.13,331,5.45,28,24.5,91,4.65,7.83,1,
2016,Sua Cravens,USC,OLB,72.75,226,,16,27,114,,,1,
2016,Cody Kessler,USC,QB,73.25,220,4.89,,29.5,104,4,7.32,1,
2016,Tre Madden,USC,RB,72.25,223,,24,,,,,1,
2016,Kevon Seymour,USC,CB,71.5,186,4.39,12,35,124,4.18,,1,
2016,Max Tuerk,USC,C,77,298,,22,,,,,1,
2016,Soma Vainuku,USC,RB,71.5,246,4.68,26,32,108,,,1,
2016,Antwaun Woods,USC,DT,72.13,318,,,,,,,1,
2015,Nelson Agholor,USC,WR,72.13,198,4.42,12,,,,,1,
2015,Javorius Allen,USC,RB,72.5,221,4.53,11,35.5,121,4.28,6.96,1,
2015,Gerald Bowman,USC,SS,73,205,4.58,,,,,,1,
2015,Lamar Dawson,USC,ILB,73,230,4.78,,,,,,1,
2015,George Farmer,USC,WR,73,220,4.38,,,,,,1,
2015,Hayes Pullard,USC,ILB,72.5,240,4.78,19,31,110,4.39,7.07,1,
2015,Josh Shaw,USC,CB,72.5,201,4.44,26,37.5,130,4.12,7.01,1,
2015,J.R. Tavai,USC,OLB,73.75,249,4.91,20,30.5,112,,,1,
2015,Randall Telfer,USC,TE,75.75,250,4.77,20,,,,,1,
2015,Leonard Williams,USC,DT,76.63,302,4.97,,29.5,106,4.53,7.59,1,
2014,Dion Bailey,USC,FS,71.75,201,4.66,,34,112,4.15,6.97,1,
2014,Xavier Grimble,USC,TE,76.25,257,4.76,,26.1,112,,,1,
2014,Devon Kennard,USC,OLB,75,249,4.7,23,30,112,4.32,7.25,1,
2014,Marqise Lee,USC,WR,71.75,192,4.52,,38,126,4.01,,1,
2014,Marcus Martin,USC,C,75.38,320,5.38,23,,,,,1,
2014,Silas Redd,USC,RB,69.75,212,4.7,18,37,122,,,1,
2014,George Uko,USC,DT,74.63,284,4.99,18,29.5,110,,,1,
2013,Matt Barkley,USC,QB,74,230,4.91,,,,,,1,
2013,T.J. McDonald,USC,FS,74.5,219,4.59,19,40,131,4.2,6.89,1,
2013,Nickell Robey,USC,CB,67.25,169,4.53,10,37.5,127,4.09,6.74,1,
2013,Jawanza Starling,USC,SS,72.75,202,4.64,17,36,122,4.34,6.68,1,
2013,Robert Woods,USC,WR,73,201,4.51,14,33.5,117,4.47,7.15,1,
2012,Rhett Ellison,USC,TE,76.88,251,4.78,,31.5,109,,,1,
2012,Chris Galippo,USC,ILB,73.5,241,4.73,19,29.5,107,4.1,6.9,1,
2012,DaJohn Harris,USC,DT,75.38,306,5.16,,,,,,1,
2012,Matt Kalil,USC,OT,78.63,306,4.96,30,27,,4.65,7.33,1,
2012,Nick Perry,USC,DE,74.75,271,4.55,35,38.5,124,4.66,7.25,1,
2012,Christian Tupou,USC,DT,74.25,289,5.38,30,24,92,4.87,8.07,1,
2012,Marc Tyler,USC,RB,70.63,219,4.7,19,30.5,110,,,1,
2011,Allen Bradford,USC,RB,70.88,242,4.53,28,29,113,4.39,6.97,1,
2011,Jordan Cameron,USC,TE,77.25,254,4.53,23,37.5,119,4.03,6.82,1,
2011,Jurrell Casey,USC,DT,72.63,300,5.04,26,27.5,101,4.78,7.51,1,
2011,Ronald Johnson,USC,WR,71.25,199,4.46,16,,,,,1,
2011,Kris O'Dowd,USC,C,76.13,304,5.12,31,32.5,105,4.59,7.67,1,
2011,Tyron Smith,USC,OT,77,307,5.08,29,,,,,1,
2011,Shareece Wright,USC,CB,71,185,4.41,16,34.5,113,,,1,
2010,Charles Brown,USC,OT,77.38,303,5.24,21,31.5,,,,1,
2010,Jeff Byers,USC,C,75.38,301,5.04,33,,,,,1,
2010,Everson Griffen,USC,DE,75.38,273,4.65,32,,,,,1,
2010,Stafon Johnson,USC,RB,70.88,214,4.62,13,35.5,118,,,1,
2010,Taylor Mays,USC,FS,75.13,230,4.31,24,41,125,,,1,
2010,Anthony McCoy,USC,TE,76.5,259,4.71,19,35.5,113,4.57,6.99,1,
2010,Joe McKnight,USC,RB,71.38,198,4.4,18,36.5,120,,,1,
2010,Alex Parsons,USC,OG,76,309,5.12,23,27,99,,,1,
2010,Kevin Thomas,USC,CB,72,192,4.41,19,34.5,126,4.18,6.82,1,
2010,Damian Williams,USC,WR,72.63,197,4.52,19,38,118,4.24,6.79,1,
2009,Brian Cushing,USC,OLB,74.88,243,4.64,30,35,120,4.22,6.84,1,
2009,Kevin Ellison,USC,OLB,72.88,227,4.8,32,,,,,1,
2009,Cary Harris,USC,CB,71.38,187,4.58,18,,,,,1,
2009,Kaluka Maiava,USC,OLB,71.5,229,4.7,30,,110,4.2,6.98,1,
2009,Clay Matthews,USC,OLB,75.13,240,4.62,23,35.5,121,4.18,6.9,1,
2009,Rey Maualuga,USC,ILB,73.75,249,4.78,23,,107,,,1,
2009,Fili Moala,USC,DT,76,305,5.07,25,30.5,100,,,1,
2009,Kyle Moore,USC,DE,77,272,4.81,22,30.5,105,4.47,7.4,1,
2009,Mark Sanchez,USC,QB,74.13,227,4.93,,32.5,116,4.21,7.06,1,
2008,John David Booty,USC,QB,74.38,218,4.93,,22.5,99,4.58,,1,
2008,Sedrick Ellis,USC,DT,72.5,309,5.31,34,26.5,105,4.73,7.78,1,
2008,Lawrence Jackson,USC,DE,76.25,271,4.87,31,31,108,4.4,7.08,1,
2008,Chilo Rachal,USC,OG,77,315,5.26,28,25.5,108,5.14,8.01,1,
2008,Drew Radovich,USC,OG,76.5,301,5.38,21,23,108,4.53,7.47,1,
2008,Matt Spanos,USC,C,77,317,5.53,,22.5,104,4.92,7.9,1,
2008,Terrell Thomas,USC,CB,72.5,202,4.54,14,30.5,123,,7.18,1,
2008,Thomas Williams,USC,ILB,72.9,238,4.89,26,29.5,113,,,1,
2007,Ryan Kalil,USC,C,74.75,299,4.98,34,26,104,4.34,7.5,1,
2007,Dallas Sartz,USC,OLB,76.88,235,4.73,20,33.5,111,4.13,6.85,1,
2007,Steve Smith,USC,WR,71.75,197,4.45,,38,120,4.19,6.68,1,
2006,Darnell Bing,USC,SS,74,227,4.52,17,34,120,4.07,7.25,1,
2006,David Kirtman,USC,FB,71.5,233,4.77,,29.5,106,4.31,7.18,1,
2006,Matt Leinart,USC,QB,76.88,223,4.9,,,,,,1,
2006,Taitusi Lutui,USC,OG,75.63,334,5.46,26,28,97,4.76,8.04,1,
2006,Fred Matua,USC,OG,74.38,306,5.04,28,24.5,93,4.76,7.87,1,
2006,Frostee Rucker,USC,DE,75.25,267,4.94,,29.5,110,,,1,
2006,John Walker,USC,CB,71.75,205,4.65,,40,125,4.16,,1,
2006,Scott Ware,USC,SS,73.13,218,4.72,15,37,115,4.25,7.05,1,
2005,Shaun Cody,USC,DT,76,293,4.95,34,,,,,1,
2005,Matt Grootegoed,USC,SS,70.8,218,4.68,22,31.5,107,4.26,7.17,1,
2005,Alex Holmes,USC,TE,73.75,265,4.92,18,,,,,1,
2005,Mike Patterson,USC,DT,71.6,292,5.08,26,,,,,1,
2005,Lofa Tatupu,USC,ILB,71.9,238,4.84,23,35,113,4.16,7.31,1,
2005,Mike Williams,USC,WR,76.63,229,4.57,,36.5,,,,1,
2017,Brian Allen,Utah,DB,74.88,215,4.48,15,34.5,117,4.34,6.64,1,
2017,Isaac Asiata,Utah,OG,75.13,323,5.34,35,25.5,102,4.93,7.83,1,
2017,Garett Bolles,Utah,OT,77.25,297,4.95,,28,115,4.55,7.29,1,
2017,J.J. Dielman,Utah,C,76.75,309,,27,,,4.84,,1,
2017,Sam Tevi,Utah,OT,77,311,5.27,15,26,107,4.6,7.84,1,
2016,Devontae Booker,Utah,RB,70.75,219,,22,,,,,1,
2016,Tevin Carter,Utah,SS,73.25,218,,19,,,,,1,
2016,Jason Fanaika,Utah,DE,73.75,271,4.92,23,35.5,113,4.39,7.06,1,
2016,Jared Norris,Utah,ILB,73.25,241,4.8,19,29.5,114,4.52,,1,
2016,Gionni Paul,Utah,ILB,70.13,231,5.05,22,31,113,,,1,
2015,Dres Anderson,Utah,WR,73.13,187,4.53,13,,,,,1,
2015,Brian Blechen,Utah,SS,74,216,4.7,,,,,,1,
2015,Tevin Carter,Utah,FS,73,215,4.54,19,,,,,1,
2015,Kaelin Clay,Utah,WR,69.63,195,4.51,10,33,113,4.26,6.97,1,
2015,Nate Orchard,Utah,DE,75.25,250,4.8,,31.5,115,4.43,7.28,1,
2015,Jeremiah Poutasi,Utah,OG,77.13,335,5.32,26,26.5,95,4.89,8.09,1,
2015,Eric Rowe,Utah,CB,72.75,205,4.45,19,39,125,3.97,6.7,1,
2015,Junior Salt,Utah,OG,74,331,5.24,,,,,,1,
2015,Westlee Tonga,Utah,TE,75,240,4.84,,,,,,1,
2014,Anthony Denham,Utah,WR,76.5,235,4.77,,32.5,,,,1,
2014,Keith McGill,Utah,CB,75.38,211,4.51,,39,128,4.18,7.29,1,
2014,Jake Murphy,Utah,TE,76,249,4.79,24,33,113,4.27,7.18,1,
2014,Tenny Palepoi,Utah,DT,73.5,298,5.1,31,30.5,111,4.53,7.67,1,
2014,Trevor Reilly,Utah,OLB,76.75,245,4.67,26,,,,,1,
2013,Joe Kruger,Utah,DE,78.25,269,4.83,24,34,117,4.46,7.17,1,
2013,Star Lotulelei,Utah,DT,76,320,5.14,,,,,,1,
2012,Tony Bergstrom,Utah,OT,77.38,313,5.19,32,29.5,101,4.84,7.95,1,
2012,John Cullen,Utah,OT,76.5,297,5.28,23,27,102,4.59,7.58,1,
2012,Derrick Shelby,Utah,DE,74.88,266,4.87,26,35.5,116,4.5,7.09,1,
2011,Matt Asiata,Utah,RB,71,229,4.77,22,30,104,4.37,7.09,1,
2011,Brandon Burton,Utah,CB,71.63,190,4.5,18,32,118,4.07,6.93,1,
2011,Tupaimoefitpo Siliga,Utah,DT,73.75,305,5.04,29,29,,4.75,7.7,1,
2011,Zane Taylor,Utah,C,74.5,309,5.52,33,25.5,104,4.77,8.15,1,
2010,Zane Beadles,Utah,OG,76.38,310,5.28,27,,,,,1,
2010,Koa Misi,Utah,OLB,74.63,251,4.75,,38,127,4.27,7.07,1,
2010,David Reed,Utah,WR,72.13,191,4.56,15,37,114,4.38,6.95,1,
2010,Stevenson Sylvester,Utah,OLB,74.13,231,4.71,23,,,,,1,
2009,Paul Kruger,Utah,DE,76.25,263,4.83,24,32.5,108,4.47,7.52,1,
2009,Sean Smith,Utah,CB,75.5,214,4.5,10,34,119,4.15,6.92,1,
2007,Paul Soliai,Utah,DT,76,344,5.12,,29.5,103,4.69,7.66,1,
2007,Eric Weddle,Utah,SS,71.3,203,4.5,11,33.5,113,4.12,6.78,1,
2006,Quinton Ganther,Utah,RB,69.5,218,4.56,29,35,119,,7.19,1,
2005,Chris Kemoeatu,Utah,OG,75.5,344,5.36,26,29,97,4.54,7.75,1,
2005,Sione Pouha,Utah,DT,76,325,5.02,32,32.5,107,4.49,7.84,1,
2005,Steve Savoy,Utah,WR,70.88,192,4.66,,,,,,1,
2005,Alex Smith,Utah,QB,76.13,217,4.78,,32,113,3.96,6.82,1,
2005,Paris Warren,Utah,WR,72.38,219,4.73,,31.5,,,,1,
2017,Budda Baker,Washington,FS,69.63,195,4.45,15,32.5,115,4.08,6.76,1,
2017,Darrell Daniels,Washington,TE,75.13,247,4.55,17,32,116,4.47,7.09,1,
2017,Sidney Jones,Washington,CB,71.75,186,4.47,,33.5,123,4.28,7.02,1,
2017,Kevin King,Washington,CB,75.25,200,4.43,11,39.5,,3.89,6.56,1,
2017,JoJo Mathis,Washington,OLB,74.13,266,,24,,,,,1,
2017,Elijah Qualls,Washington,DT,73.13,313,5.13,33,31.5,105,4.57,7.65,1,
2017,John Ross,Washington,WR,70.75,188,4.22,,37,133,4.33,,1,
2016,Travis Feeney,Washington,OLB,75.63,230,4.5,,40,130,4.42,7.2,1,
2016,Cory Littleton,Washington,OLB,75.13,238,4.73,,29.5,114,4.32,7.11,1,
2015,Jesse Callier,Washington,RB,70,202,4.53,,,,,,1,
2015,Travell Dixon,Washington,CB,73,198,4.52,,,,,,1,
2015,Micah Hatchie,Washington,OT,76,301,5.28,,,,,,1,
2015,Andrew Hudson,Washington,DE,74,250,4.86,,,,,,1,
2015,Hau'oli Kikaha,Washington,OLB,74.38,253,4.74,,,,,,1,
2015,Marcus Peters,Washington,CB,71.63,197,4.53,17,37.5,121,4.08,7.08,1,
2015,Ben Riva,Washington,OT,78,313,5.12,,,,,,1,
2015,Danny Shelton,Washington,DT,74.13,339,5.64,34,30.5,95,4.65,7.99,1,
2015,Shaq Thompson,Washington,OLB,72.13,228,4.64,,33.5,117,4.08,6.99,1,
2015,John Timu,Washington,ILB,73,241,4.83,,,,,,1,
2015,Kasen Williams,Washington,WR,74,219,4.54,,,,,,1,
2014,Bishop Sankey,Washington,RB,69.5,209,4.49,26,35.5,125,4,6.75,1,
2014,Austin Seferian-Jenkins,Washington,TE,77.5,262,4.75,20,,,,,1,
2013,Desmond Trufant,Washington,CB,71.63,190,4.38,16,37.5,125,3.85,,1,
2012,Jermaine Kearse,Washington,WR,72.88,209,4.5,14,34,119,4.12,7.03,1,
2012,Senio Kelemete,Washington,OG,75.63,307,5.39,21,25,101,4.58,7.77,1,
2012,Chris Polk,Washington,RB,70.5,215,4.52,,31.5,111,4.21,7.13,1,
2012,Alameda Ta'amu,Washington,DT,74.5,348,5.3,35,26,103,,,1,
2011,Mason Foster,Washington,OLB,73.25,245,4.75,22,31,110,4.45,7.14,1,
2011,Jake Locker,Washington,QB,74.5,231,4.51,,35,115,4.12,6.77,1,
2011,Nate Williams,Washington,SS,73,211,4.68,17,30.5,114,4.15,6.98,1,
2010,Donald Butler,Washington,ILB,73.13,245,4.62,35,,,,,1,
2010,Daniel Te'o-Nesheim,Washington,DE,75.5,263,4.73,29,37,121,4.18,6.91,1,
2009,Juan Garcia,Washington,OG,74.25,307,5.42,34,25,93,4.87,8,1,
2007,Dashon Goldson,Washington,FS,74,205,4.64,12,34.5,115,4.46,7.37,1,
2006,Rob Meadow,Washington,OG,76.88,324,5.42,29,24,99,4.73,7.94,1,
2006,Joe Toledo,Washington,OT,77.5,337,5.14,32,,,,,1,
2005,Khalif Barnes,Washington,OT,77.75,305,4.99,26,35,104,4.54,7.57,1,
2005,Charles Frederick,Washington,WR,70.75,194,4.78,,33,108,4.25,7.41,1,
2005,Zach Tuiasosopo,Washington,FB,73.75,249,5.03,19,25.5,100,4.67,7.57,1,
2017,Shalom Luani,Washington State,SS,71.38,202,4.55,12,31,116,4.21,6.87,1,
2017,Gabe Marks,Washington State,WR,70.75,189,4.56,11,29.5,117,4.2,7.01,1,
2016,Joe Dahl,Washington State,G,76.13,304,5.18,28,31,109,4.77,7.64,1,
2015,Xavier Cooper,Washington State,DT,74.88,293,4.86,29,29,110,4.37,7.23,1,
2015,Connor Halliday,Washington State,QB,75,196,4.87,,,,,,1,
2015,Vince Mayle,Washington State,WR,74,224,4.67,,35.5,117,4.13,6.93,1,
2015,Kalafitoni Pole,Washington State,DT,73,304,5.08,,,,,,1,
2014,Deone Bucannon,Washington State,SS,73,211,4.49,19,36.5,124,4.26,6.96,1,
2013,Marquess Wilson,Washington State,WR,74.63,194,4.51,7,34.5,122,4.33,6.65,1,
2011,Zach Williams,Washington State,C,75,309,5.18,28,30,103,4.62,7.54,1,
2008,Husain Abdullah,Washington State,FS,71.88,204,4.69,16,32.5,115,,7.07,1,
2008,Alex Brink,Washington State,QB,74.25,211,5.03,,28,112,4.19,7.22,1,
2007,Tyron Brackenridge,Washington State,CB,71.5,189,4.72,,,,,,1,
2007,Mkristo Bruce,Washington State,DE,77.75,268,5.16,21,29,106,4.8,7.38,1,
2007,Eric Frampton,Washington State,SS,71,204,4.65,10,34.5,122,4.17,6.84,1,
2007,Jason Hill,Washington State,WR,72.5,204,4.35,,37,123,4.22,7.02,1,
2006,Jerome Harrison,Washington State,RB,69.25,201,4.49,19,34.5,124,4.07,6.77,1,
